timestamp,lat,lon,label_trawler_model,label_general_model,speed_knots
2018-07-14 06:57:33+00:00,0.25785296809007746,0.26618882239242647,mid_trawling,fishing,2.0999999046
2018-07-14 07:16:52+00:00,0.2629654212639547,0.2567575240790347,mid_trawling,fishing,2.9000000954
2018-07-14 07:25:43+00:00,0.26536737139744704,0.25154809569650954,mid_trawling,fishing,3.1
2018-07-14 07:26:02+00:00,0.2654784900752144,0.25138849027483423,mid_trawling,fishing,3.1
2018-07-14 07:39:03+00:00,0.27099672495438815,0.24462828053174118,mid_trawling,fishing,2.7999999523
2018-07-14 07:40:25+00:00,0.2711931669727395,0.2436905987542137,mid_trawling,fishing,3.0
2018-07-14 07:56:13+00:00,0.27659730677992744,0.237014028398053,mid_trawling,fishing,1.3999999762
2018-07-14 08:11:23+00:00,0.27909946216556686,0.24140854840788095,mid_trawling,fishing,4.1999998093
2018-07-14 08:28:11+00:00,0.2892281316875881,0.24406966162493757,mid_trawling,fishing,3.7000000477
2018-07-14 08:47:12+00:00,0.29451123142357966,0.25168775041170044,mid_trawling,fishing,4.5
2018-07-14 09:03:13+00:00,0.28800582581545725,0.26947224324277474,mid_trawling,fishing,5.5999999046
2018-07-14 09:19:01+00:00,0.27683045762061137,0.2827793439800797,mid_trawling,fishing,4.0999999046
2018-07-14 09:35:01+00:00,0.26728813775943,0.2871999533505195,mid_trawling,fishing,3.7000000477
2018-07-14 09:51:02+00:00,0.26081944103316496,0.289534949721067,mid_trawling,fishing,0.5
2018-07-14 10:10:22+00:00,0.26176395009182374,0.2911686031655763,mid_trawling,fishing,0.8000000119
2018-07-14 10:29:22+00:00,0.2633344941469229,0.2946193027437492,mid_trawling,fishing,0.8999999762
2018-07-14 10:48:42+00:00,0.2644198858850451,0.2989854313919123,other,fishing,0.8999999762
2018-07-14 10:51:05+00:00,0.26454191804796173,0.2994911042745012,other,fishing,0.9
2018-07-14 11:07:51+00:00,0.26537431627760405,0.3030269778916283,other,fishing,0.8000000119
2018-07-14 11:32:13+00:00,0.26797370058069686,0.30238702159894515,other,fishing,8.3999996185
2018-07-14 11:50:33+00:00,0.2540302858231379,0.27632069637490575,other,fishing,11.1000003815
2018-07-14 12:07:32+00:00,0.2247554643919088,0.28871160069318946,other,fishing,10.6999998093
2018-07-14 12:23:43+00:00,0.21238358578116914,0.30286353581687825,other,fishing,8.5
2018-07-14 12:41:13+00:00,0.2325466723615013,0.30510798684337503,mid_trawling,fishing,5.3000001907
2018-07-14 12:48:55+00:00,0.23642888251279212,0.31117913096868477,mid_trawling,fishing,7.3
2018-07-14 13:02:02+00:00,0.22242792411385548,0.30819420295221184,mid_trawling,fishing,6.0
2018-07-14 13:17:32+00:00,0.2116315501954026,0.2978674262292742,mid_trawling,fishing,5.0999999046
2018-07-14 13:31:34+00:00,0.2043790695791682,0.2849301803124419,mid_trawling,fishing,5.0
2018-07-14 13:33:05+00:00,0.20323613419966402,0.2841321532501052,mid_trawling,fishing,5.0
2018-07-14 13:50:02+00:00,0.1898830376484125,0.2812331666216175,mid_trawling,fishing,5.5999999046
2018-07-14 14:00:48+00:00,0.18976695827393272,0.26713647947715624,mid_trawling,fishing,5.2
2018-07-14 14:06:16+00:00,0.1934814982573234,0.26380164730065514,mid_trawling,fishing,4.0999999046
2018-07-14 14:20:51+00:00,0.20098201168532528,0.27294749748349767,mid_trawling,fishing,4.6
2018-07-14 14:22:53+00:00,0.200912562467074,0.27557638268581486,mid_trawling,fishing,4.8000001907
2018-07-14 14:26:43+00:00,0.20101375987047015,0.27977369795413143,mid_trawling,fishing,4.2
2018-07-14 14:44:01+00:00,0.20850832051003532,0.2923518317067243,mid_trawling,fishing,4.5
2018-07-14 15:01:53+00:00,0.20793586066903408,0.30951478420749795,mid_trawling,fishing,3.7000000477
2018-07-14 15:18:23+00:00,0.20008115632915607,0.3201085930525625,mid_trawling,fishing,4.8000001907
2018-07-14 15:40:13+00:00,0.1846475602198985,0.3104071932669601,mid_trawling,fishing,4.5999999046
2018-07-14 16:15:33+00:00,0.1648753734332998,0.30320806867181,mid_trawling,fishing,1.7000000477
2018-07-14 16:33:23+00:00,0.16029867121856645,0.3019926121159225,mid_trawling,fishing,2.5999999046
2018-07-14 16:48:26+00:00,0.16153784336427912,0.3117569332329419,other,fishing,9.3999996185
2018-07-14 17:06:32+00:00,0.19077496376240177,0.33245575935084265,other,other,14.7
2018-07-14 17:28:33+00:00,0.18445607883873058,0.34394734860650583,mid_trawling,other,5.0
2018-07-14 17:44:31+00:00,0.19842032835580994,0.3370267661387466,mid_trawling,fishing,5.5999999046
2018-07-14 18:00:40+00:00,0.21129422549757937,0.33919755313155314,mid_trawling,fishing,4.8000001907
2018-07-14 18:16:30+00:00,0.22304800626233426,0.34613808630579684,mid_trawling,fishing,5.0
2018-07-14 18:32:01+00:00,0.22555710658765538,0.3631414333848952,mid_trawling,fishing,4.0
2018-07-14 18:48:01+00:00,0.21976107489500957,0.3765597975217663,mid_trawling,fishing,3.7999999523
2018-07-14 19:05:30+00:00,0.21273579245008017,0.38979553627247393,mid_trawling,fishing,2.2000000477
2018-07-14 19:28:31+00:00,0.21082197096824998,0.40394516939510994,mid_trawling,fishing,2.4000000954
2018-07-14 19:45:40+00:00,0.21251355497549182,0.41495487308170337,mid_trawling,fishing,3.0
2018-07-14 20:03:51+00:00,0.21476073260967357,0.4275483535386751,mid_trawling,fishing,2.9000000954
2018-07-14 20:19:31+00:00,0.21637889897225024,0.4400812145732025,mid_trawling,fishing,3.2999999523
2018-07-14 20:40:54+00:00,0.2038968937159387,0.4381014936677798,mid_trawling,fishing,4.5999999046
2018-07-14 20:56:21+00:00,0.21108290150814019,0.4544495378418962,mid_trawling,other,7.9000000954
2018-07-14 21:13:01+00:00,0.22263924810329463,0.4787525302594777,mid_trawling,other,5.1999998093
2018-07-14 21:29:00+00:00,0.22967445194165306,0.4957996154046196,mid_trawling,fishing,5.0
2018-07-14 21:44:41+00:00,0.2314563199266624,0.5050874223037058,mid_trawling,fishing,1.2999999523
2018-07-14 22:04:01+00:00,0.23186507808570203,0.509692191758371,mid_trawling,fishing,0.6999999881
2018-07-14 22:20:11+00:00,0.2320228269792268,0.51260038643711,mid_trawling,fishing,0.8000000119
2018-07-14 22:39:21+00:00,0.23229367885301713,0.5167033196162211,other,fishing,0.8999999762
2018-07-14 23:05:11+00:00,0.23181844786994463,0.5219864120324365,other,fishing,0.8000000119
2018-07-14 23:24:41+00:00,0.23205358301312257,0.5262451139801482,other,fishing,0.8999999762
2018-07-14 23:43:49+00:00,0.23225796212240896,0.5312097629480838,other,fishing,1.1000000238
2018-07-15 00:01:51+00:00,0.2324226558960907,0.5363746859615744,other,fishing,1.0
2018-07-15 00:21:00+00:00,0.23173312458888534,0.5408513106602729,other,fishing,0.8999999762
2018-07-15 00:39:21+00:00,0.23216172535620047,0.5450233039170086,other,fishing,1.0
2018-07-15 00:58:41+00:00,0.23375012771707684,0.5489512850621455,other,fishing,0.8999999762
2018-07-15 01:18:20+00:00,0.23512224545132634,0.5522216612091677,other,fishing,0.6000000238
2018-07-15 01:36:01+00:00,0.23616100703322018,0.5543134128171475,other,fishing,0.5
2018-07-15 02:08:00+00:00,0.2397316880024537,0.5577387903837395,other,fishing,1.1000000238
2018-07-15 02:27:10+00:00,0.24289956354155123,0.5591890510470143,other,fishing,1.2000000477
2018-07-15 02:46:11+00:00,0.24631150346601088,0.5604083443020165,other,fishing,1.0
2018-07-15 03:03:51+00:00,0.2486023348622069,0.5621194983872505,other,fishing,0.6999999881
2018-07-15 03:23:29+00:00,0.25069374790536214,0.5635290903806055,other,fishing,0.6999999881
2018-07-15 03:32:26+00:00,0.25174342291288043,0.5640677586269648,other,fishing,0.6
2018-07-15 03:49:00+00:00,0.2535808502963024,0.5646148675285043,other,fishing,0.8000000119
2018-07-15 04:08:01+00:00,0.2561980929051682,0.5652901211860107,other,fishing,0.8999999762
2018-07-15 04:11:38+00:00,0.25760493527831,0.5663267890088093,other,fishing,5.0
2018-07-15 04:14:23+00:00,0.2585256331832258,0.5622384351390061,other,fishing,7.8
2018-07-15 04:29:41+00:00,0.24489771621271636,0.5411758928087201,other,fishing,8.6000003815
2018-07-15 04:45:11+00:00,0.2284491696157791,0.5233607066609682,other,fishing,7.1999998093
2018-07-15 05:04:11+00:00,0.2264202609107182,0.5136232422075517,other,fishing,0.8999999762
2018-07-15 05:23:20+00:00,0.22913374028579253,0.5128328885434446,other,fishing,0.8000000119
2018-07-15 05:42:01+00:00,0.2315227927506953,0.5122067442570782,other,fishing,0.8999999762
2018-07-15 06:00:24+00:00,0.24391848251517378,0.5331833451533391,other,fishing,6.6999998093
2018-07-15 06:19:00+00:00,0.22552238200829208,0.5364606273495598,other,fishing,7.0
2018-07-15 06:34:41+00:00,0.21504547436283153,0.5232747653190232,other,other,7.0999999046
2018-07-15 06:50:11+00:00,0.19997003765138868,0.526386303393401,other,other,8.5
2018-07-15 07:07:21+00:00,0.1890397259336209,0.5255575830143867,other,other,9.3000001907
2018-07-15 07:12:50+00:00,0.18834622608095225,0.5127362044992262,other,other,9.7
2018-07-15 07:13:40+00:00,0.1882351073436602,0.5103052913874513,other,other,9.7
2018-07-15 07:23:31+00:00,0.18694136801031297,0.4863813617485137,other,other,9.6999998093
2018-07-15 07:39:10+00:00,0.1824559419245962,0.4496690489581859,other,other,10.0
2018-07-15 07:44:54+00:00,0.1830125276432605,0.43538896912457026,other,other,10.2
2018-07-15 07:56:41+00:00,0.1958497159031726,0.4230533127855141,other,other,8.8999996185
2018-07-15 08:12:46+00:00,0.20235909005676253,0.3961383164759761,other,other,7.3000001907
2018-07-15 08:37:01+00:00,0.19288125871711584,0.3650398169504784,other,other,8.0
2018-07-15 08:53:21+00:00,0.1825670606618925,0.3380511566072502,other,other,8.6999998093
2018-07-15 09:09:10+00:00,0.19322255196040242,0.3232431511374685,other,other,6.0
2018-07-15 09:24:43+00:00,0.2119609378022908,0.3473397308553674,other,other,10.5
2018-07-15 09:41:11+00:00,0.20522337344520886,0.38351184070127403,other,other,9.6000003815
2018-07-15 09:57:00+00:00,0.18309785092431977,0.40235985801874985,other,other,9.6999998093
2018-07-15 10:12:31+00:00,0.1615100636650728,0.4194997905089954,other,other,9.5
2018-07-15 10:27:40+00:00,0.14960547894647483,0.44910045469814014,other,other,9.5
2018-07-15 10:44:41+00:00,0.1508267927268855,0.4905809790178831,other,other,9.8999996185
2018-07-15 10:50:37+00:00,0.1504299401447153,0.5076971241946094,other,other,10.5
2018-07-15 11:00:01+00:00,0.14895464076410028,0.5258223131354608,other,other,6.0
2018-07-15 11:21:31+00:00,0.13936965923262912,0.5604221563083334,other,other,12.6999998093
2018-07-15 11:38:01+00:00,0.11304940516761808,0.5726204598872114,other,other,12.1000003815
2018-07-15 11:54:41+00:00,0.09407985266848605,0.5321198206669375,other,other,12.0
2018-07-15 12:10:30+00:00,0.09014803590721941,0.48550736869747413,other,other,12.3000001907
2018-07-15 12:45:40+00:00,0.08671327698027008,0.4023007732943676,other,other,12.0
2018-07-15 13:02:04+00:00,0.0983539547647636,0.36571660526000666,other,other,10.3999996185
2018-07-15 13:21:31+00:00,0.11874523154858778,0.37518396824121253,other,fishing,5.5999999046
2018-07-15 13:37:21+00:00,0.11119808796435739,0.3742716084752661,other,fishing,6.5999999046
2018-07-15 13:54:01+00:00,0.10187701342651537,0.3591743182679003,mid_trawling,fishing,4.8000001907
2018-07-15 13:57:28+00:00,0.1009275436711441,0.35535299652022384,mid_trawling,fishing,4.6
2018-07-15 14:10:11+00:00,0.0925668523142978,0.3465002677740801,mid_trawling,fishing,4.9000000954
2018-07-15 14:26:40+00:00,0.07964136431958327,0.3471133674031604,mid_trawling,fishing,5.0
2018-07-15 14:42:50+00:00,0.06785484321843437,0.34336570968917407,mid_trawling,fishing,5.3000001907
2018-07-15 14:58:50+00:00,0.0730268242766628,0.3274796004236829,mid_trawling,fishing,4.4000000954
2018-07-15 15:14:10+00:00,0.08121190837468244,0.31646989673708953,mid_trawling,fishing,4.3000001907
2018-07-15 15:31:11+00:00,0.08593445384654637,0.29867159189969833,mid_trawling,fishing,4.4000000954
2018-07-15 15:47:11+00:00,0.09348457382499514,0.28537983782073206,mid_trawling,fishing,4.5999999046
2018-07-15 16:04:11+00:00,0.10483058858195955,0.2916719740471123,mid_trawling,fishing,4.9000000954
2018-07-15 16:20:01+00:00,0.09449357146471336,0.2976832661450488,mid_trawling,fishing,5.1999998093
2018-07-15 16:36:11+00:00,0.08458713941728475,0.28711170996148155,mid_trawling,fishing,4.5999999046
2018-07-15 16:52:20+00:00,0.08226356762516576,0.2702848496144192,mid_trawling,fishing,4.5
2018-07-15 17:07:51+00:00,0.08745737553463476,0.2539038101225724,mid_trawling,fishing,4.8000001907
2018-07-15 17:24:00+00:00,0.09136141265622401,0.2378680707886482,mid_trawling,fishing,3.0
2018-07-15 17:40:01+00:00,0.09687270259571605,0.22569739122240398,mid_trawling,fishing,4.3000001907
2018-07-15 17:57:51+00:00,0.10208139247627276,0.21647173830570376,mid_trawling,fishing,2.9000000954
2018-07-15 18:15:50+00:00,0.10622354107572946,0.21830643314479906,mid_trawling,fishing,0.8000000119
2018-07-15 18:34:51+00:00,0.10506671587638658,0.22367316494794676,mid_trawling,fishing,1.5
2018-07-15 18:54:11+00:00,0.10296835795307441,0.23149076052331374,mid_trawling,fishing,2.0
2018-07-15 19:11:01+00:00,0.09705327049173046,0.24608161054509978,mid_trawling,fishing,5.0
2018-07-15 19:27:10+00:00,0.09185350979382464,0.26078832792251755,mid_trawling,fishing,3.9000000954
2018-07-15 19:42:40+00:00,0.08742661950074318,0.2740209973231414,mid_trawling,fishing,3.5
2018-07-15 19:59:20+00:00,0.08404642776142424,0.28551028457775174,mid_trawling,fishing,3.0999999046
2018-07-15 20:30:51+00:00,0.07068340987627256,0.2623421786331691,other,fishing,8.0
2018-07-15 20:46:51+00:00,0.08731450861219775,0.25639457526172055,other,fishing,7.3000001907
2018-07-15 20:57:46+00:00,0.0995941190617212,0.25534179343155217,mid_trawling,fishing,5.1
2018-07-15 21:02:52+00:00,0.10328385574012817,0.25524434203830293,mid_trawling,fishing,3.5999999046
2018-07-15 21:28:01+00:00,0.1093289123957906,0.260265773683528,other,fishing,1.1000000238
2018-07-15 21:47:11+00:00,0.11273787592603181,0.26140219485458877,other,fishing,1.1000000238
2018-07-15 22:05:41+00:00,0.11440168029359207,0.26450222296974246,other,fishing,6.6999998093
2018-07-15 22:20:54+00:00,0.09540434809525798,0.24336141260366081,other,fishing,9.1000003815
2018-07-15 22:40:11+00:00,0.07571153186081486,0.24014398248085342,other,fishing,6.3000001907
2018-07-15 22:55:51+00:00,0.05919155180265282,0.24219966942101914,other,fishing,6.4000000954
2018-07-15 23:14:12+00:00,0.045153884521858825,0.23513636284194517,other,fishing,5.4000000954
2018-07-15 23:25:03+00:00,0.042542594701425594,0.22057236952980205,other,fishing,5.6
2018-07-15 23:30:30+00:00,0.043722238903258145,0.21842460254752366,other,fishing,6.6999998093
2018-07-15 23:51:40+00:00,0.03196945028975231,0.23982016768143713,other,fishing,5.5999999046
2018-07-16 00:12:11+00:00,0.037717859674920556,0.252360702068154,mid_trawling,fishing,4.4000000954
2018-07-16 00:29:32+00:00,0.045557682043715034,0.25985831949717936,mid_trawling,fishing,1.7999999523
2018-07-16 00:47:21+00:00,0.04892497599538229,0.2643111568823587,mid_trawling,fishing,1.2999999523
2018-07-16 01:03:01+00:00,0.05437475380755386,0.2747960043289098,mid_trawling,fishing,3.5
2018-07-16 01:19:10+00:00,0.0575922359566314,0.29049028015798617,mid_trawling,fishing,4.9000000954
2018-07-16 01:35:21+00:00,0.055619878741699116,0.3103166479229093,mid_trawling,fishing,2.2000000477
2018-07-16 01:53:12+00:00,0.05404139765519811,0.3108660588255016,other,fishing,0.400000006
2018-07-16 02:18:51+00:00,0.05477755917816089,0.3131826392336666,other,fishing,0.400000006
2018-07-16 02:35:50+00:00,0.054045366200665614,0.3004433654073766,other,fishing,4.9000000954
2018-07-16 02:51:41+00:00,0.04993000514916193,0.276883151934784,other,fishing,7.3000001907
2018-07-16 03:07:51+00:00,0.04278169833054214,0.24910337057841772,other,fishing,7.5
2018-07-16 03:23:42+00:00,0.03775754489146728,0.23974803829976885,other,fishing,0.8999999762
2018-07-16 03:42:51+00:00,0.038410367376340064,0.23719358448017275,other,fishing,0.5
2018-07-16 04:02:10+00:00,0.03990848581896951,0.23551082171056345,other,fishing,0.6000000238
2018-07-16 04:20:37+00:00,0.04211994672254726,0.23370451818709295,other,fishing,0.9
2018-07-16 04:40:23+00:00,0.04452685749322308,0.23246911097076106,other,fishing,0.8
2018-07-16 04:41:23+00:00,0.044669724415660035,0.23242000159962095,other,fishing,0.9
2018-07-16 04:42:20+00:00,0.04482152052075225,0.2323616842703096,other,fishing,0.8999999762
2018-07-16 05:08:21+00:00,0.04931984433458324,0.2303505026531383,other,fishing,1.1000000238
2018-07-16 05:27:30+00:00,0.052952037371608335,0.22938059290691137,other,fishing,1.2000000477
2018-07-16 05:45:31+00:00,0.05678563312369714,0.22838766310411626,other,fishing,1.5
2018-07-16 06:04:51+00:00,0.061251216601138414,0.22772929080301052,other,fishing,1.5
2018-07-16 06:30:41+00:00,0.06787667012920809,0.22716760254612314,mid_trawling,fishing,1.6000000238
2018-07-16 06:49:31+00:00,0.07316671480488561,0.22696349180145337,other,fishing,1.7000000477
2018-07-16 06:50:42+00:00,0.07344947225554113,0.22695658579829492,other,fishing,1.7
2018-07-16 06:51:33+00:00,0.07368758379294167,0.22695658579829492,other,fishing,1.7
2018-07-16 07:08:41+00:00,0.07871868211216924,0.22702641313287034,other,fishing,1.7999999523
2018-07-16 07:26:42+00:00,0.08396705726880173,0.22729574725604998,other,fishing,1.6000000238
2018-07-16 07:54:51+00:00,0.08229134732437207,0.23423090912519712,other,fishing,10.3000001907
2018-07-16 08:11:41+00:00,0.05793749768585655,0.25149361502027284,other,fishing,11.1000003815
2018-07-16 08:29:50+00:00,0.0251673973516068,0.24943946273212902,other,fishing,11.1999998093
2018-07-16 08:50:07+00:00,0.03637649797456678,0.30020702660192733,other,fishing,9.8999996185
2018-07-16 09:07:00+00:00,0.027614985549607396,0.3122756508188567,mid_trawling,fishing,5.0
2018-07-16 09:08:41+00:00,0.026313309125329334,0.3117753492413644,other,fishing,4.5999999046
2018-07-16 09:25:43+00:00,0.021528259374900004,0.3086438604605022,other,fishing,0.8000000119
2018-07-16 09:41:48+00:00,0.023320048693809433,0.30792333413097034,other,fishing,1.5
2018-07-16 09:54:30+00:00,0.016721382713701133,0.3184664989528729,other,fishing,6.9000000954
2018-07-16 10:00:50+00:00,0.016155867812381663,0.3282162407605844,mid_trawling,fishing,5.5999999046
2018-07-16 10:16:51+00:00,0.01822148539929984,0.3466491305395223,mid_trawling,fishing,4.4000000954
2018-07-16 10:32:50+00:00,0.020341670233381563,0.36389955908030297,mid_trawling,fishing,4.9000000954
2018-07-16 10:48:40+00:00,0.022334862207830018,0.3811192943044061,mid_trawling,fishing,4.3000001907
2018-07-16 11:05:11+00:00,0.02424868368966028,0.3983566781879009,mid_trawling,fishing,4.1999998093
2018-07-16 11:25:11+00:00,0.024361786669921663,0.3957224216344471,other,fishing,11.3000001907
2018-07-16 11:40:51+00:00,0.026100993044170028,0.35441224539261257,other,fishing,7.9000000954
2018-07-16 11:57:41+00:00,0.005429935203900274,0.34698292069218073,other,fishing,6.5
2018-07-16 12:08:52+00:00,0.0,0.35459180147473235,other,fishing,6.4
2018-07-16 12:17:31+00:00,0.008254533316270914,0.35380835381378356,other,fishing,5.6999998093
2018-07-16 12:33:20+00:00,0.01950232706405754,0.35200588698942775,mid_trawling,fishing,3.7999999523
2018-07-16 12:54:21+00:00,0.03213612836593231,0.34736812217099217,mid_trawling,fishing,3.5999999046
2018-07-16 13:10:21+00:00,0.041255800248231125,0.3415302475010478,mid_trawling,fishing,3.7999999523
2018-07-16 13:25:52+00:00,0.04982087065483913,0.3351567739348281,mid_trawling,fishing,3.5999999046
2018-07-16 13:44:41+00:00,0.05676082987823819,0.329681848082198,mid_trawling,fishing,1.8999999762
2018-07-16 14:04:01+00:00,0.0615349662030473,0.33186184307921585,mid_trawling,fishing,0.8999999762
2018-07-16 14:23:31+00:00,0.06522470288145003,0.3412118040527682,mid_trawling,fishing,3.5
2018-07-16 14:32:27+00:00,0.06188518856945585,0.3491460343327979,mid_trawling,fishing,4.4
2018-07-16 14:47:41+00:00,0.05326555091568854,0.34590635150245325,other,other,7.0
2018-07-16 15:19:30+00:00,0.10697656881274935,0.3171950270687269,other,other,12.6000003815
2018-07-16 15:35:01+00:00,0.13770783910803386,0.3042946131687396,other,other,13.0
2018-07-16 15:50:40+00:00,0.16957906838861264,0.29906216477568626,other,other,12.8000001907
2018-07-16 16:07:00+00:00,0.2020902224259415,0.28934695298376695,other,other,11.3000001907
2018-07-16 16:36:10+00:00,0.22038016489223922,0.29439600864162596,other,other,11.4
2018-07-16 16:38:31+00:00,0.2198513588727813,0.30162812860054644,other,other,11.1000003815
2018-07-16 16:55:52+00:00,0.20411913119052708,0.33943158988990957,other,other,12.3999996185
2018-07-16 17:12:12+00:00,0.2186856044907832,0.38515623680201644,other,other,12.6999998093
2018-07-16 17:39:21+00:00,0.252176984317379,0.45075022215001903,other,other,13.1999998093
2018-07-16 17:55:25+00:00,0.28675375594162605,0.4483162396881603,other,other,14.1000003815
2018-07-16 18:10:59+00:00,0.31438064706810276,0.435995930053483,other,other,10.5
2018-07-16 18:26:25+00:00,0.34062351488346065,0.43110110846616284,other,other,12.1999998093
2018-07-16 18:43:30+00:00,0.3411791085104048,0.44646312884064254,other,other,9.6000003815
2018-07-16 19:03:24+00:00,0.3362849242656484,0.4482095802906998,mid_trawling,other,6.4000000954
2018-07-16 19:18:53+00:00,0.3491677505900688,0.44859785116563505,mid_trawling,fishing,4.9000000954
2018-07-16 19:34:43+00:00,0.35751951276426835,0.4615688597492286,mid_trawling,fishing,4.5999999046
2018-07-16 19:50:48+00:00,0.3552614216449332,0.4795889239906813,mid_trawling,fishing,4.1999998093
2018-07-16 20:07:59+00:00,0.3532741824589173,0.49192074363062266,mid_trawling,fishing,2.2999999523
2018-07-16 20:34:08+00:00,0.3497501317054454,0.5025621271487655,mid_trawling,fishing,2.7000000477
2018-07-16 20:50:19+00:00,0.3529239600925087,0.49574360003032103,mid_trawling,fishing,3.0
2018-07-16 21:05:40+00:00,0.3508097280468596,0.5010113457881976,other,other,2.7999999523
2018-07-16 21:25:19+00:00,0.34796727156918694,0.4857199201433643,other,other,8.3999996185
